,id_video,start,end,text,link
1328,yIM3zckF2G8,57.76,59.52,"Era Estefan Kramper, era una imitación.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=57s
1329,yIM3zckF2G8,59.7,60.14,Era la imitación de...,https://www.youtube.com/watch?v=yIM3zckF2G8&t=59s
1330,yIM3zckF2G8,60.14,61.22,Era la imitación de...,https://www.youtube.com/watch?v=yIM3zckF2G8&t=60s
1331,yIM3zckF2G8,61.22,62.48,"No, no sabía.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=61s
1332,yIM3zckF2G8,63.24,64.04,Esquimito también.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=63s
1333,yIM3zckF2G8,64.3,64.62,No.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=64s
1334,yIM3zckF2G8,64.74,65.3,Y lo otro.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=64s
1335,yIM3zckF2G8,66.48,67.7,"Solamente, fue Juan Pablo.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=66s
1336,yIM3zckF2G8,67.74,71.66,"Sí, lo que yo entiendo y lo que me faltaba decir con respecto al estelar de TVN.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=67s
1337,yIM3zckF2G8,72.06,74.12,Raquel Candoña conversó con Estefan Kramper.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=72s
1338,yIM3zckF2G8,74.2,75.22,"Ya, tuvo una conversación.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=74s
1339,yIM3zckF2G8,75.22,75.74,"Ya, es real.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=75s
1340,yIM3zckF2G8,75.74,77.48,Después del programa.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=75s
1341,yIM3zckF2G8,77.48,77.54,Después del programa.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=77s
1342,yIM3zckF2G8,77.92,78.72,Le dijo que igual se había pasado.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=77s
1343,yIM3zckF2G8,78.78,79.14,"No, no, no.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=78s
1344,yIM3zckF2G8,79.14,79.42,Ha terminado.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=79s
1345,yIM3zckF2G8,79.56,80.42,Ha sido tanto años.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=79s
1346,yIM3zckF2G8,80.8,81.78,Quiero hacer una baja.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=80s
1347,yIM3zckF2G8,82.16,82.92,Un coro raro.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=82s
1348,yIM3zckF2G8,82.92,85.26,"Recargue la VIP, señor Garcés.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=82s
1349,yIM3zckF2G8,85.34,85.58,Esa carga.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=85s
1350,yIM3zckF2G8,85.58,86.54,Recargue la VIP.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=85s
1351,yIM3zckF2G8,87.28,87.4,No.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=87s
1352,yIM3zckF2G8,87.4,88.64,Tiene a Raquel Ta Montero.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=87s
1353,yIM3zckF2G8,88.84,94.24,Anda con unos lentes propios de una persona que está trabajando en una fundición en estructuras metálicas.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=88s
1354,yIM3zckF2G8,95.14,96.64,Le faltó un soplete para soldar.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=95s
1355,yIM3zckF2G8,96.66,98.06,"Parece que es la última moa, Félix.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=96s
1356,yIM3zckF2G8,98.34,99.1,Me parece horrible.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=98s
1357,yIM3zckF2G8,99.2,99.5,No es como...,https://www.youtube.com/watch?v=yIM3zckF2G8&t=99s
1358,yIM3zckF2G8,99.5,100.1,Y lo otro.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=99s
1359,yIM3zckF2G8,100.34,104.46,Yo creo que Francini debería volver con el antiguo polo que tuvo cuando tuvo una estrenadilla.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=100s
1360,yIM3zckF2G8,104.48,104.82,¿Cuál?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=104s
1361,yIM3zckF2G8,105.0,105.76,Yo sin ella.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=105s
1362,yIM3zckF2G8,106.36,110.04,Y ahora está trabajando en Sao Paulo en el rubro de taxi.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=106s
1363,yIM3zckF2G8,110.8,111.0,¿Qué?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=110s
1364,yIM3zckF2G8,111.62,112.1,Taxi.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=111s
1365,yIM3zckF2G8,112.56,112.96,¿Taxista?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=112s
1366,yIM3zckF2G8,114.12,114.52,Driver.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=114s
1367,yIM3zckF2G8,115.94,116.38,Taxi driver.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=115s
1368,yIM3zckF2G8,116.8,117.9,Es un taxi boy.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=116s
1369,yIM3zckF2G8,118.14,118.32,Deja.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=118s
1370,yIM3zckF2G8,118.48,119.52,"Chiquillas, adelante vamos.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=118s
1371,yIM3zckF2G8,122.16,125.1,"Bueno, quiero decir una cosa porque la mujer esa se ha dado.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=122s
1372,yIM3zckF2G8,125.84,132.54,"Ya Felipe, nos va a estar contando los mensajes de texto que le están llegando de uno de los jurados.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=125s
1373,yIM3zckF2G8,133.96,135.12,Eso ya lo vamos a analizar.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=133s
1374,yIM3zckF2G8,135.4,139.42,Vamos a analizar entonces lo que está pasando en el fútbol y que estamos en la votación final.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=135s
1375,yIM3zckF2G8,139.54,140.12,Te lo digo al tío.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=139s
1376,yIM3zckF2G8,140.12,140.22,¿Qué?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=140s
1377,yIM3zckF2G8,140.28,142.08,"Si fuera la final por votación telefónica, ¿qué va a pasar?",https://www.youtube.com/watch?v=yIM3zckF2G8&t=140s
1378,yIM3zckF2G8,143.96,145.18,La cara en colony.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=143s
1379,yIM3zckF2G8,145.44,145.84,Se viste?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=145s
1380,yIM3zckF2G8,145.94,146.26,Tira los ojos.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=145s
1381,yIM3zckF2G8,146.28,148.72,"La cosa está muy, muy tensa.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=146s
1382,yIM3zckF2G8,148.96,150.22,Están ensayando como locos.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=148s
1383,yIM3zckF2G8,150.34,150.96,"De hecho, estuvo re.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=150s
1384,yIM3zckF2G8,151.0,156.52,"Guau, está muy, pero muy potente todo lo que está sucediendo en Fede de Baile.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=151s
1385,yIM3zckF2G8,156.6,159.62,"La verdad es que hay mucha, pero mucha tensión.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=156s
1386,yIM3zckF2G8,159.94,162.06,"Felipe Aurelio, ¿es cierto que están llegando de mensaje de texto?",https://www.youtube.com/watch?v=yIM3zckF2G8&t=159s
1387,yIM3zckF2G8,162.34,162.78,"Sí, sí.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=162s
1388,yIM3zckF2G8,162.78,164.68,"No, no, pero te quería contar que hace un par de años.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=162s
1389,yIM3zckF2G8,165.1,165.54,¿Qué pasó?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=165s
1390,yIM3zckF2G8,166.06,166.46,"No, sí.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=166s
1391,yIM3zckF2G8,166.82,171.08,"Es que hace un par de años yo cuando estuve en el programa, loco por el baile que transmitía Canal 13 y que lo realizaba.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=166s
1392,yIM3zckF2G8,171.18,172.06,Hay una producción que hoy ha llegado a la que se llama El Cielo.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=171s
1393,yIM3zckF2G8,172.06,172.8,Que hace un par de años.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=172s
1394,yIM3zckF2G8,172.8,173.38,Fiebre de baile.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=172s
1395,yIM3zckF2G8,173.96,177.34,También recibía algunos mensajes de texto y era muy común entre los participantes.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=173s
1396,yIM3zckF2G8,178.06,179.64,Recibí un mensaje de texto.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=178s
1397,yIM3zckF2G8,179.66,179.88,¿Quién?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=179s
1398,yIM3zckF2G8,179.88,179.94,¿Quién?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=179s
1399,yIM3zckF2G8,180.34,185.98,"Me acuerdo claramente, un día vi celular, lo veo, necesitamos los celulares, todavía no hay tantos como ahora.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=180s
1400,yIM3zckF2G8,185.98,186.18,"Sí, claro.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=185s
1401,yIM3zckF2G8,186.66,186.84,Eso es lo que se me hizo.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=186s
1402,yIM3zckF2G8,186.84,188.24,Y realmente recibo un mensaje que hice.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=186s
1403,yIM3zckF2G8,188.26,188.9,¿Tenía sentimiento?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=188s
1404,yIM3zckF2G8,189.2,189.6,Sí.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=189s
1405,yIM3zckF2G8,189.82,191.12,Y me acuerdo que el mensaje decía.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=189s
1406,yIM3zckF2G8,191.12,191.34,¿Qué decía?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=191s
1407,yIM3zckF2G8,191.8,192.12,A ver.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=191s
1408,yIM3zckF2G8,192.28,192.68,¿Textual?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=192s
1409,yIM3zckF2G8,192.9,193.3,¿Qué?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=192s
1410,yIM3zckF2G8,193.38,193.84,"¿Textual, eh?",https://www.youtube.com/watch?v=yIM3zckF2G8&t=193s
1411,yIM3zckF2G8,193.84,194.24,"No, no, no.",https://www.youtube.com/watch?v=yIM3zckF2G8&t=193s
1412,yIM3zckF2G8,194.38,195.18,Textual decía.,https://www.youtube.com/watch?v=yIM3zckF2G8&t=194s
1413,yIM3zckF2G8,201.64,202.04,¿Textual?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=201s
1414,yIM3zckF2G8,202.04,226.64,"un mensaje y un numero que goyo no me lo ves no, aguanta aguanta no se lo que va a decir Felipe por favor Felipe yo te conozco quien eres y de nuevo me respondio te voy a partir el 2 hablo enserio enserio y tu que hacias todo obvio ya?",https://www.youtube.com/watch?v=yIM3zckF2G8&t=202s
1415,yIM3zckF2G8,228.12,232.66,llamo de nuevo enserio a que te refieres ya?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=228s
1416,yIM3zckF2G8,233.22,242.62,a lo que tu estas pensando llamo de otro numero llamo de otro numero alo? quien es?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=233s
1417,yIM3zckF2G8,243.02,243.48,quien es?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=243s
1418,yIM3zckF2G8,245.1,290.18,te habla ricardo ayersul diseñador tu traje esta listo la tela que me pasaste y la voy a hacer una stequeta y un ambo lo partiendo a eso se refiere y yo me asuste por eso te digo no se habra malinterpretado los mensajes que mandaba a pavangili eso queria decir ya oye me llegaron otros mensajes asi como que tu si si me acuerdo me acuerdo que estaba ensayando y dice te voy a atravesar el cuerpo a mi amigo que bien y que le da te voy a partir en dos tambien llamo que es?,https://www.youtube.com/watch?v=yIM3zckF2G8&t=245s
1419,NPGv7DOBfdM,291.68,2.36,te habla el mago oli que quiere hacer un truco y me acuerdo que llego el ultimo mensaje me acuerdo que estaba ensayando y le dice te voy a poner en cuatro imaginate yo con mi pelona yo digo ya voy a denunciar a la poli pero antes voy a llamar llamo llamo de vuelta alo quien es alo quien es diga no sea coarde te habla el pollo del divio mira que estoy pensando que te voy a trabajar a la red canal cuatro y yo pasandome rollo no sera la francisca malinterpretada ignacio es que me llego otro tambien ya ya generalmente no ya ya entonces con que seguimos vamos al twitter entonces ya pregunta para juan pablo que era el to ella estaria conversando para armar cien las dos son iguales de intima pero me parece que mostrar las potas del maquinonio y las fiestas del matrimonio donde tu muestras a gente que no tiene nada que ver esta que tu no la preguntais simplemente sale la gente pero eso puede ser mas intimo mas preocupante para para la otra gente cuando no le pediste permiso cuando se le hizo con los niños yo no se si dame una consulta tu estas casada con pablo roviz como hasta que estes medio desconectada esta muy activo a mi me el punto no es que es lo que es mas intimo es el matrimonio o la foto con los niños para mi el punto es cuando hay dinero de por medio cuando yo cobro por una portada para estar con mis hijos ahi siento como que lo estoy vendiendo estoy como lucrando con algo que es super bonito es distinto no es lo que es mas intimo no hay plata por medio yo creo que es insucio las fotos de Nelson mauri que se saco ya por un pagado y la tontera tu la tomo en gelmora y la de alba de valero no te acuerdas de ti yo las mías de mi bien civil las quiero sacarme a arco y lo vas a vender no me acuerdo que para mi licenciatura había un caballero cojito que me dijo le puedo sacar una foto y era como vender tambien pero para el no caballero cojo atención un momento tenemos una informacion de un momento hay conectazos tensión maxima porque hay conectazos ella hace lo que quiere yo creo que en nan tambien le pone sus reglas tengo una informacion de quien ingresaria a fiebre de baile iber iber que estupido me imagino o puede ser iber troncoso la niña de los baños puede ser iber cardenas que es la niña del casino que es hermana de la niña de los baños o iber vergara creo que es iber vergara y yo pienso que ella deberia ingresar al baño ya ya ya basta es la informacion que tengo la que si esta muy incomoda a parte de los ¿Hice un cuerpo entre los poros o huecos de otros?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=291s
1420,NPGv7DOBfdM,3.38,4.9,"Yo no sé, hay que cada uno toma su...",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=3s
1421,NPGv7DOBfdM,4.9,6.14,"Oye, ¿está en el baño?",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=4s
1422,NPGv7DOBfdM,6.38,8.22,¡No le de la palabra a mi burro!,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=6s
1423,NPGv7DOBfdM,9.04,9.84,¿Aca dice?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=9s
1424,NPGv7DOBfdM,10.12,11.38,Intimé atrás en el buco.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=10s
1425,NPGv7DOBfdM,11.46,11.9,¡Ya!,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=11s
1426,NPGv7DOBfdM,12.64,14.24,No tiene ni que ser oración.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=12s
1427,NPGv7DOBfdM,15.26,15.7,¡Nada!,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=15s
1428,NPGv7DOBfdM,16.3,17.82,Intimé en el casito de un árbol.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=16s
1429,NPGv7DOBfdM,18.6,18.7,Ya.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=18s
1430,NPGv7DOBfdM,18.7,18.74,Ya.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=18s
1431,NPGv7DOBfdM,18.74,20.38,¿Apaga de estimar? Se usa para otra cosa.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=18s
1432,NPGv7DOBfdM,20.92,21.14,¡Ya!,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=20s
1433,NPGv7DOBfdM,21.26,21.54,¿O no?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=21s
1434,NPGv7DOBfdM,21.78,22.22,¿Listo?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=21s
1435,NPGv7DOBfdM,22.56,23.38,¿Puedo hacer algo para cerrar?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=22s
1436,NPGv7DOBfdM,23.46,24.2,"Para cerrar, ya.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=23s
1437,NPGv7DOBfdM,24.24,28.88,¿Por qué ese joven habla en inglés si es de talca?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=24s
1438,NPGv7DOBfdM,28.88,30.38,¡No entiendo eso!,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=28s
1439,NPGv7DOBfdM,31.04,32.66,¿Y por qué habla con un burguer así?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=31s
1440,NPGv7DOBfdM,32.68,33.18,¡Es vulgar!,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=32s
1441,NPGv7DOBfdM,33.28,33.48,¡Es vulgar!,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=33s
1442,NPGv7DOBfdM,33.48,33.88,¡Es vulgar!,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=33s
1443,NPGv7DOBfdM,34.46,37.88,¿Por qué habla así como su rector Antituto Trunwell o Wall Street Institute?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=34s
1444,NPGv7DOBfdM,38.82,40.8,¡No es un inglés de un nalé de búlgaro!,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=38s
1445,NPGv7DOBfdM,40.84,41.24,¡No!,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=40s
1446,NPGv7DOBfdM,41.24,42.54,¡Es búlgaro y habla italiano!,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=41s
1447,NPGv7DOBfdM,42.66,48.42,Lo que pasa es que para hablar así con nosotros no puede traducirlo en inglés porque en italiano no toda la gente lo maneja.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=42s
1448,NPGv7DOBfdM,49.26,50.46,¿Pero por qué ellos no trabajan?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=49s
1449,NPGv7DOBfdM,50.46,51.3,En inglés tampoco.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=50s
1450,NPGv7DOBfdM,51.38,52.88,¿Por qué no se ponen una cotona y trabajan?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=51s
1451,NPGv7DOBfdM,53.6,54.0,Suficiente.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=53s
1452,NPGv7DOBfdM,54.08,55.54,Una cotona y trabajan.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=54s
1453,NPGv7DOBfdM,55.54,57.76,El primer tema que tengo que hacer es ver qué pasa con lo que está pasando con Carlos Cara y Kike Acuño.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=55s
1454,NPGv7DOBfdM,57.88,61.0,"Ustedes saben, están separados de ellos, están en pleno trámite.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=57s
1455,NPGv7DOBfdM,61.1,61.88,¿Cuánto nos queda programado?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=61s
1456,NPGv7DOBfdM,63.58,64.02,Perfecto.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=63s
1457,NPGv7DOBfdM,64.06,64.74,¿Quieres decir algo?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=64s
1458,NPGv7DOBfdM,64.84,65.7,"A ver, Nacho.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=64s
1459,NPGv7DOBfdM,65.7,67.16,Lo digo que no tengo más partidos.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=65s
1460,NPGv7DOBfdM,67.22,67.68,"No, espérate.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=67s
1461,NPGv7DOBfdM,68.12,68.66,¿Tengo que ganar?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=68s
1462,NPGv7DOBfdM,68.66,69.4,¿O tienes alguna apuesta?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=68s
1463,NPGv7DOBfdM,69.7,70.14,Acuérdense.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=69s
1464,NPGv7DOBfdM,70.36,72.76,"Si gano a Chile, yo me errapo absolutamente.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=70s
1465,NPGv7DOBfdM,73.12,73.28,¡Oh!,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=73s
1466,NPGv7DOBfdM,73.78,74.42,Envío mañarito.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=73s
1467,NPGv7DOBfdM,74.94,75.32,Envío.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=74s
1468,NPGv7DOBfdM,75.54,82.78,"Y lo otro, yo tengo un Twitter que es Gutiérrez Nacho y me han preguntado mucha gente aquí ¿Qué le pasó a la Katy Salosni?",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=75s
1469,NPGv7DOBfdM,83.8,84.14,En la cara.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=83s
1470,NPGv7DOBfdM,84.16,84.78,"Ah, la cara.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=84s
1471,NPGv7DOBfdM,85.4,88.58,"Y yo no he visto el programa, pero ustedes lo vieron, yo creo que está...",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=85s
1472,NPGv7DOBfdM,88.58,89.12,¿Lo han investigado?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=88s
1473,NPGv7DOBfdM,89.14,89.46,¿Sí?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=89s
1474,NPGv7DOBfdM,90.18,91.18,¿No lo vieron el programa?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=90s
1475,NPGv7DOBfdM,91.3,91.84,¿Qué le pasó a Pablo?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=91s
1476,NPGv7DOBfdM,92.34,92.74,¿Qué está pensando?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=92s
1477,NPGv7DOBfdM,92.74,93.66,Estaba especulando.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=92s
1478,NPGv7DOBfdM,94.2,97.68,"Lo que yo no he visto, yo creo que se peló la bolsa y los ojos.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=94s
1479,NPGv7DOBfdM,97.98,99.22,"Otra apuesta, está muy fútbol.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=97s
1480,NPGv7DOBfdM,99.24,100.1,Yo me errapo.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=99s
1481,NPGv7DOBfdM,100.44,100.84,Felipe.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=100s
1482,NPGv7DOBfdM,101.2,104.8,"Si Chile gana, yo errapo a Juan Pablo Queraltó.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=101s
1483,NPGv7DOBfdM,105.18,105.58,Perfecto.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=105s
1484,NPGv7DOBfdM,105.88,106.54,Muy bien.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=105s
1485,NPGv7DOBfdM,106.72,107.04,Muy bien.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=106s
1486,NPGv7DOBfdM,107.32,107.8,Juan Pablo.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=107s
1487,NPGv7DOBfdM,108.48,109.22,Me volvieron.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=108s
1488,NPGv7DOBfdM,109.8,110.86,"Juan Pablo, ¿un resultado?",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=109s
1489,NPGv7DOBfdM,110.86,114.22,"Si Chile gana, yo errapo a Felita Reyes.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=110s
1490,NPGv7DOBfdM,114.48,115.38,Muy bien.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=114s
1491,NPGv7DOBfdM,115.64,116.16,Muy bien.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=115s
1492,NPGv7DOBfdM,117.36,117.68,¿Pata?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=117s
1493,NPGv7DOBfdM,118.32,118.92,¿Qué te errapas?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=118s
1494,NPGv7DOBfdM,119.6,121.08,"No, no.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=119s
1495,NPGv7DOBfdM,122.08,122.96,¿De raparillas?,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=122s
1496,NPGv7DOBfdM,123.16,123.76,De raparillas.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=123s
1497,NPGv7DOBfdM,124.42,125.38,"Ya, que es bien.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=124s
1498,NPGv7DOBfdM,125.76,126.32,"Eso, como de raparillas.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=125s
1499,NPGv7DOBfdM,126.44,127.46,"Como que bien, el modelo.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=126s
1500,NPGv7DOBfdM,127.58,127.98,"Sí, bonito.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=127s
1501,NPGv7DOBfdM,128.04,129.84,"Sí, en Chile vamos a rapar al Rafa.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=128s
1502,NPGv7DOBfdM,130.02,130.48,En tres de baño.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=130s
1503,NPGv7DOBfdM,130.98,131.42,Marcela.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=130s
1504,NPGv7DOBfdM,131.56,132.38,En tres de baño.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=131s
1505,NPGv7DOBfdM,132.52,133.22,"En tres de baño, ya.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=132s
1506,NPGv7DOBfdM,133.24,134.26,Marcela y de pata mañana.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=133s
1507,NPGv7DOBfdM,134.28,134.82,En bikini.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=134s
1508,NPGv7DOBfdM,135.22,136.04,En bikini.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=135s
1509,NPGv7DOBfdM,137.36,137.8,Marcela.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=137s
1510,NPGv7DOBfdM,138.26,138.72,Pata de bikini.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=138s
1511,NPGv7DOBfdM,139.2,139.84,Pata de bikini.,https://www.youtube.com/watch?v=NPGv7DOBfdM&t=139s
1512,NPGv7DOBfdM,139.92,140.84,"Ya, la Marcela.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=139s
1513,NPGv7DOBfdM,141.94,142.92,"Marcela, bikini.",https://www.youtube.com/watch?v=NPGv7DOBfdM&t=141s
